CFR EFCCE
50 0.461333
100 0.3835
150 0.421778
200 0.43625
250 0.429133
300 0.3795
350 0.0477566
400 0.0236855
450 0.000240805
500 0.000265519
550 2.28823e-06
600 4.50134e-06
650 2.28572e-08
700 8.00262e-08
750 2.28504e-10
800 5.0377e-10
850 2.37987e-12
900 4.53304e-12
950 2.02061e-14
1000 5.10703e-15
